"GeneStart","GeneEnd","GeneLocation","Strand","Protein_ID","GeneID","Protein_ID.1","Protein.product","Locus","Length","pi.site","pis.site","pin.site","TajimaD","FuLiF","FuLiD","pi_site","FayWuH","neutindex","alpha","dos","MK_p","Dn","Ds","Pn","Ps","biofilm","Comella","Berka","Kobayashi","Molle","aa","a","PSORTB","Extracellular","PANNZER_OG","PANNZER_NEW","PANNZER_ALL","PANNZER_EX","CAZY","ANTISMASH","antianti","ka","ks","kaks","nonsyn_sites","syn_sites","PI_SITE","PIS_SITE","PIN_SITE","PERCENTwREADS","map_read_len_percent","QS","as","ad","af","ag","ah","sel1[, 50]/sel1[, 49]"
495049,495387,"495049 - 495387","+","WP_003246564.1","B4U62_RS02520","WP_003246564.1"," cupin domain-containing protein","ydbB",338,3.505376344,2.756989247,0.748387097,-1.852684376,-3.593206006,-3.803110838,0.010370936,NA,0.625,0.375,0.077586207,1,1,3,5,24,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.027131265,0.445412837,0.060912625,220.0027773,117.9972227,0.010370936,0.023364866,0.003401717,96.77419355,0.977645729,0,0,0,0,0,0,0.145591119589558
495384,495740,"495384 - 495740","+","WP_003246730.1","B4U62_RS02525","WP_003246730.1"," YdbC family protein","ydbC",356,3.677419355,1.595698925,2.08172043,-0.780866095,-1.548035184,-1.674088074,0.01032983,NA,NA,NA,-0.625,0.169230769,0,2,15,9,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.061403015,0.171647064,0.357728318,235.1382035,120.8617965,0.01032983,0.013202674,0.008853178,100,0.988530465,0,0,0,0,0,0,0.670559463938896
495783,496601,"495783 - 496601","-","WP_003234352.1","B4U62_RS02530","WP_003234352.1"," manganese catalase","ydbD",818,7.389247312,5.316129032,2.07311828,-1.518444905,-2.943754737,-3.133461455,0.00903331,NA,0.75625,0.24375,0.050980392,0.730843499,4,11,11,40,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.024328998,0.302057505,0.080544258,498.6596883,319.3403117,0.00903331,0.016647222,0.004157381,100,0.9946629,0,0,0,0,0,0,0.249734219919696
496689,497738,"496689 - 497738","-","WP_003234350.1","B4U62_RS02535","WP_003234350.1"," C4-dicarboxylate TRAP transporter substrate-binding protein DctB","dctB",1049,12.16774194,8.606451613,3.561290323,-2.094149361,-3.67826316,-3.805140662,0.011599373,NA,1.085526316,-0.085526316,-0.017038008,1,4,10,33,76,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.049295982,0.386521491,0.127537493,636.3582872,412.6417128,0.011599373,0.02085696,0.00559636,100,0.991514261,0,0,0,0,0,0,0.268320982540121
497808,499412,"497808 - 499412","+","WP_003234348.1","B4U62_RS02540","WP_003234348.1"," two-component system sensor histidine kinase DctS","dctS",1604,20.48172043,17.38494624,3.096774194,-1.607228073,-3.052108419,-3.238266536,0.012769152,NA,0.45,0.55,0.119565217,0.376484911,3,9,18,120,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,1,1,0,0,0,0.018762943,0.425977219,0.044046823,NA,NA,0.012769152,NA,NA,100,0.988083777,0,0,0,0,0,0,NA
499405,500082,"499405 - 500082","+","WP_003234347.1","B4U62_RS02545","WP_003234347.1"," two-component system response regulator DctR","dctR",677,6.167741935,4.868817204,1.298924731,-2.055463951,-3.620606667,-3.744581583,0.009110402,NA,NA,NA,-0.196078431,0.33278162,0,9,10,41,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.020184487,0.307115931,0.065722695,441.1273378,235.8726622,0.009110402,0.020641719,0.002944557,100,0.995973665,0,0,0,0,0,0,0.142650764696487
500206,501468,"500206 - 501468","+","WP_003246626.1","B4U62_RS02550","WP_003246626.1"," C4-dicarboxylate transporter DctP","dctP",1262,13.61290323,11.80215054,1.810752688,-1.272973007,-2.355409601,-2.493754072,0.01078677,NA,NA,NA,-0.111111111,0.346283641,0,15,9,72,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.010584805,0.333021757,0.031784124,838.999998,423.000002,0.01078677,0.027901065,0.002158227,100,0.997044287,0,0,0,0,0,0,0.0773528537351531
501619,502668,"501619 - 502668","+","WP_003246523.1","B4U62_RS02555","WP_003246523.1"," AI-2E family transporter","ydbI",1049,8.941935484,7.819354839,1.122580645,-1.655673082,-2.628982722,-2.652793789,0.008524247,NA,1.018181818,-0.018181818,-0.001984127,1,1,7,8,55,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.010703526,0.296567425,0.036091374,679.7588019,369.2411981,0.008524247,0.021176821,0.00165144,100,0.994332626,0,0,0,0,0,0,0.0779833762584101
502948,503871,"502948 - 503871","+","WP_003246573.1","B4U62_RS02560","WP_003246573.1"," ABC transporter ATP-binding protein","ydbJ",923,13.75053763,11.35913978,2.391397849,-1.600912986,-2.692224403,-2.766078361,0.014897657,NA,1.52,-0.52,-0.059270517,1,1,6,19,75,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.030535329,0.429665731,0.071067639,606.2380892,316.7619108,0.014897657,0.035860182,0.003944651,100,0.996380971,0,0,0,0,0,0,0.110000863910841
503867,504631,"503867 - 504631","+","WP_003246631.1","B4U62_RS02565","WP_003225147.1"," ABC transporter permease","ydbK",764,7.070967742,5.819354839,1.251612903,-2.008133626,-3.742729205,-3.9298972,0.009255193,NA,1.25,-0.25,-0.033333333,1,2,10,12,48,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.020803579,0.378803669,0.054919158,491.345727,272.654273,0.009255193,0.021343347,0.002547316,100,0.996135752,0,0,0,0,0,0,0.119349416003029
504729,505061,"504729 - 505061","+","WP_003225151.1","B4U62_RS02570","WP_003225151.1"," hypothetical protein",NA,332,1.51827957,1.092473118,0.425806452,-2.412439319,-3.999152444,-4.048041723,0.004573131,NA,NA,NA,-0.222222222,1,0,1,4,14,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.014563995,0.178082897,0.08178211,215.6273388,116.3726612,0.004573131,0.009387713,0.001974733,100,0.995103687,0,0,0,0,0,0,0.210352936865454
505192,506334,"505192 - 506334","+","WP_003234334.1","B4U62_RS02575","WP_003234334.1"," acyl-CoA/acyl-ACP dehydrogenase","ydbM",1142,13.03655914,10.62795699,2.408602151,-1.936242155,-3.534751967,-3.698982804,0.011415551,NA,0.584810127,0.415189873,0.1025,0.34941995,5,11,21,79,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.03198423,0.392074266,0.081576969,747.1382015,394.8617985,0.011415551,0.026915637,0.003223771,100,0.991668074,0,0,0,0,0,0,0.119773163830379
506365,506541,"506365 - 506541","-","WP_010886410.1","B4U62_RS02580","WP_010886410.1"," Fur-regulated basic protein FbpB","fbpB",176,2.301075269,1.741935484,0.559139785,-0.96054673,-1.923792864,-2.065636545,0.013074291,NA,0,1,0.846153846,0.214285714,1,0,2,11,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.023916044,0.258993983,0.092342083,112,64,0.013074291,0.027217742,0.00499232,96.77419355,0.998387097,0,0,0,0,0,0,0.183421534380038
506498,506659,"506498 - 506659","-","WP_003225157.1","B4U62_RS02585","WP_003225157.1"," Fur-regulated basic protein FbpA","fbpA",161,0.688172043,0.064516129,0.623655914,-0.79587311,-1.02440834,-0.983755039,0.004274361,NA,NA,NA,NA,1,0,0,3,1,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.027544923,0.016812472,1.638362434,101,60,0.004274361,0.001075269,0.006174811,96.77419355,1,0,0,0,0,0,0,5.74257325376255
506906,507775,"506906 - 507775","+","WP_003234329.1","B4U62_RS02590","WP_003234329.1"," cation diffusion facilitator family transporter","ydbO",869,8.778494624,7.221505376,1.556989247,-1.87618005,-3.541851358,-3.736211641,0.010101835,NA,1.232758621,-0.232758621,-0.029252438,1,2,11,13,58,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.025077587,0.377623255,0.066409012,562.8048665,306.1951335,0.010101835,0.023584651,0.002766481,100,0.996859181,0,0,0,0,0,0,0.117300060959138
507796,508113,"507796 - 508113","-","WP_003234326.1","B4U62_RS02595","WP_003234326.1"," thioredoxin family protein","ydbP",317,3.109677419,2.791397849,0.31827957,-1.421397363,-2.268133536,-2.293884475,0.009809708,NA,NA,NA,-0.19047619,1,0,1,4,17,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.020163939,0.204312939,0.098691445,201.069309,115.930691,0.009809708,0.024078161,0.001582935,100,1,0,0,0,0,0,0,0.0657415240308427
508267,509349,"508267 - 509349","+","WP_003246721.1","B4U62_RS02600","WP_003179106.1"," D-alanine--D-alanine ligase","ddlA",1082,14.21505376,11.98709677,2.227956989,-1.314866402,-2.443476845,-2.587992261,0.013137758,NA,1.142857143,-0.142857143,-0.019379845,1,1,5,16,70,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.021357617,0.298681343,0.071506366,711.999996,370.000004,0.013137758,0.032397558,0.003129153,100,0.991950332,0,0,0,0,0,0,0.0965860760246189
509424,510794,"509424 - 510794","+","WP_003246696.1","B4U62_RS02605","WP_003246696.1"," UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","murF",1370,23.52258065,16.12043011,7.402150538,-1.038075722,-2.429981119,-2.717979036,0.017169767,NA,NA,NA,-0.301470588,0.062283598,0,10,41,95,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.039937004,0.379588303,0.105211367,892.3692139,477.6307861,0.017169767,0.033750819,0.008294942,100,0.997722684,0,0,0,0,0,0,0.245770095238281
511197,512678,"511197 - 512678","+","WP_003246685.1","B4U62_RS02615","WP_003246685.1"," ATP-dependent RNA helicase CshA","cshA",1481,9.569892473,9.440860215,0.129032258,-1.086440837,-2.000576045,-2.121873386,0.006461777,NA,0.846153846,0.153846154,0.006441224,1,1,22,2,52,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.00285194,0.202197306,0.014104737,981.5,499.5,0.006461777,0.018900621,0.000131464,100,0.992397094,0,0,0,0,0,0,0.00695553865663991
512854,513330,"512854 - 513330","+","WP_003234318.1","B4U62_RS02620","WP_003234318.1"," PH domain-containing protein","ydbS",476,4.877419355,4.619354839,0.258064516,-1.411612981,-3.218554538,-3.538489991,0.010246679,NA,0.16,0.84,0.362068966,0.079157323,3,3,4,25,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.020824961,0.259233445,0.080332848,307,169,0.010246679,0.027333461,0.000840601,100,0.991666668,0,0,0,0,0,0,0.0307535514803632
513323,514801,"513323 - 514801","+","WP_009966602.1","B4U62_RS02625","WP_009966602.1"," PH domain-containing protein","ydbT",1478,21.20860215,15.6516129,5.556989247,-1.544764543,-2.9999626,-3.20251975,0.014349528,NA,0.692307692,0.307692308,0.079365079,0.543082305,5,9,40,104,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.042952799,0.352738607,0.121769487,939.6870761,538.3129239,0.014349528,0.029075306,0.005913659,100,0.975882635,0,0,0,0,0,0,0.203391118222453
515059,515655,"515059 - 515655","-","WP_003246687.1","B4U62_RS02630","WP_003246687.1"," rhomboid family intramembrane serine protease","ydcA",596,8.898924731,7.724731183,1.174193548,-1.31675228,-2.634645515,-2.833612705,0.014931082,NA,1.5,-0.5,-0.057142857,1,1,6,11,44,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.029520808,0.396966271,0.074366036,362.8140009,233.1859991,0.014931082,0.033126908,0.003236351,100,0.996666665,0,0,0,0,0,0,0.0976955350013349
515750,516112,"515750 - 516112","+","WP_003234281.1","B4U62_RS02635","WP_003234281.1"," holo-ACP synthase","acpS",362,6.382795699,5.341935484,1.040860215,-1.327823336,-2.687337317,-2.892708492,0.017632032,NA,0.294117647,0.705882353,0.205128205,0.229683391,2,4,5,34,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.027245751,0.56929961,0.047858369,232.4999965,129.5000035,0.017632032,0.041250466,0.004476818,96.77419355,0.986867616,0,0,0,0,0,0,0.108527695178037
516281,517294,"516281 - 517294","+","WP_003234282.1","B4U62_RS02640","WP_003234282.1"," outer membrane lipoprotein carrier protein LolA","ydcC",1013,8.025806452,7.617204301,0.408602151,-1.705255791,-2.927630215,-3.018012315,0.00792281,NA,0.709090909,0.290909091,0.019704433,1,1,13,3,55,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.004956558,0.358401877,0.013829609,667,346,0.00792281,0.022015041,0.000612597,100,0.995527642,0,0,0,0,0,0,0.0278262938506451
517412,518578,"517412 - 518578","+","WP_003234284.1","B4U62_RS02645","WP_003234284.1"," alanine racemase","alr",1166,14.84731183,11.94408602,2.903225806,-1.613292837,-2.97725681,-3.134744433,0.012733544,NA,0.811764706,0.188235294,0.037037037,0.749125698,4,12,23,85,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.030910571,0.387442604,0.079781034,757.0133616,408.9866384,0.012733544,0.029204098,0.003835105,100,0.996029777,0,0,0,0,0,0,0.131320782446354
518697,518975,"518697 - 518975","+","WP_003225183.1","B4U62_RS02650","WP_003225183.1"," type II toxin-antitoxin system antitoxin EndoAI","endB",278,0.064516129,0.064516129,0,-1.144731055,-1.712640585,-1.692960891,0.000232072,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.009959863,0,176,102,0.000232072,0.000632511,0,96.77419355,0.990848777,0,0,0,0,0,0,0
518983,519330,"518983 - 519330","+","WP_003156187.1","B4U62_RS02655","WP_003156187.1"," type II toxin-antitoxin system endoribonuclease NdoA","ndoA",347,0.064516129,0.064516129,0,-1.144731055,-1.712640585,-1.692960891,0.000185925,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.01602057,0,221,126,0.000185925,0.000512033,0,96.77419355,0.998253839,0,0,0,0,0,0,0
519448,520269,"519448 - 520269","+","WP_009966610.1","B4U62_RS02660","WP_009966610.1"," RsbT co-antagonist protein RsbRA","rsbRA",821,7.655913978,7.208602151,0.447311828,-2.210148927,-4.204555214,-4.432987163,0.009325108,NA,0.537313433,0.462686567,0.043661972,0.491838487,1,9,4,67,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009222237,0.457113766,0.020174927,527.1062691,293.8937309,0.009325108,0.024527921,0.000848618,100,0.991593352,0,0,0,0,0,0,0.0345980403312617
520277,520639,"520277 - 520639","+","WP_003225190.1","B4U62_RS02665","WP_003225190.1"," RsbT antagonist protein RsbS","rsbS",362,5.062365591,4.602150538,0.460215054,-1.251773369,-2.775538301,-3.041564988,0.013984435,NA,NA,NA,-0.064516129,1,0,1,2,29,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006500983,0.490850675,0.01324432,227.999999,134.000001,0.013984435,0.034344407,0.002018487,96.77419355,0.991362594,0,0,0,0,0,0,0.058771927551406
520646,521044,"520646 - 521044","+","WP_003246640.1","B4U62_RS02670","WP_003246640.1"," serine/threonine-protein kinase RsbT","rsbT",398,2.451612903,2.047311828,0.404301075,-2.152305565,-3.508860697,-3.542903531,0.006159831,NA,NA,NA,-0.083333333,1,0,3,2,22,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006892326,0.283570149,0.024305542,257,141,0.006159831,0.014519942,0.001573156,100,0.996549513,0,0,0,0,0,0,0.108344509916086
521059,522063,"521059 - 522063","+","WP_003234295.1","B4U62_RS02675","WP_003234295.1"," phosphoserine phosphatase RsbU","rsbU",1004,6.455913978,6.197849462,0.258064516,-1.908410847,-2.892130315,-2.866531008,0.006430193,NA,0.470588235,0.529411765,0.07012987,0.593729721,2,12,4,51,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007241557,0.308260087,0.023491712,652.1273398,351.8726602,0.006430193,0.017613899,0.000395727,100,0.994335632,0,0,0,0,0,0,0.0224667462893934
522128,522454,"522128 - 522454","+","WP_003234298.1","B4U62_RS02680","WP_003234298.1"," anti-sigma factor antagonist RsbV","rsbV",326,3.707526882,2.649462366,1.058064516,-2.377811399,-3.826452425,-3.846806802,0.011372782,NA,NA,NA,-0.243902439,0.570273003,0,5,10,31,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.034209254,0.703902483,0.048599422,208.3928861,117.6071139,0.011372782,0.022528079,0.005077258,100,0.997849461,0,0,0,0,0,0,0.225374653560119
522454,522933,"522454 - 522933","+","WP_003234299.1","B4U62_RS02685","WP_003234299.1"," anti-sigma B factor RsbW","rsbW",479,3.230107527,2.782795699,0.447311828,-2.249115767,-3.012421618,-2.850172678,0.00674344,NA,NA,NA,-0.1875,0.567945178,0,7,6,26,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.019904353,0.2817296,0.070650557,312.499997,166.500003,0.00674344,0.016713487,0.001431398,100,0.998129968,0,0,0,0,0,0,0.0856432891592281
522902,523687,"522902 - 523687","+","WP_003246715.1","B4U62_RS02690","WP_003246715.1"," RNA polymerase sigma factor SigB","sigB",785,6.030107527,5.591397849,0.438709677,-1.566329759,-2.746324715,-2.849207554,0.007681666,NA,NA,NA,-0.11627907,0.574296711,0,12,5,38,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.008376921,0.295728353,0.028326403,515.4094117,269.5905883,0.007681666,0.02074033,0.000851187,100,1,0,0,0,0,0,0,0.0410401859565397
523690,524286,"523690 - 524286","+","WP_003246608.1","B4U62_RS02695","WP_003246608.1"," phosphoserine phosphatase RsbX","rsbX",596,3.733333333,3.083870968,0.649462366,-2.218225712,-3.906565808,-4.031342656,0.006263982,NA,0.121212121,0.878787879,0.391891892,0.24291498,1,1,4,33,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.010404123,0.258653892,0.040224113,386.499998,209.500002,0.006263982,0.014720148,0.001680368,100,0.996129032,0,0,0,0,0,0,0.114154287035701
525783,527939,"525783 - 527939","+","WP_003246556.1","B4U62_RS02720","WP_003246556.1"," RNA-binding transcriptional accessory protein","tex",2156,25.50537634,20.0516129,5.453763441,-1.346705649,-2.480254395,-2.622793091,0.011829952,NA,1.266666667,-0.266666667,-0.03030303,1,3,19,28,140,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.020011842,0.339916142,0.05887288,1385.35788,770.6421201,0.011829952,0.026019358,0.003936718,100,0.995415171,0,0,0,0,0,0,0.151299582410911
527955,528065,"527955 - 528065","-","WP_003225207.1","B4U62_RS22600","WP_003225207.1"," cortex morphogenetic protein CmpA","cmpA",110,0.124731183,0.124731183,0,-0.773735661,0.244974365,0.590681099,0.00113392,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0,0.05978028,0,70,40,0.00113392,0.00311828,0,96.77419355,1,0,0,0,0,0,0,0
528169,528618,"528169 - 528618","+","WP_003246525.1","B4U62_RS02725","WP_003246525.1"," SprT family protein","ydcK",449,10.58064516,8.477419355,2.103225806,0.207819367,-0.759182753,-1.155732082,0.023564911,NA,0.580645161,0.419354839,0.108333333,0.557896443,1,2,9,31,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.034204527,0.315873246,0.108285611,283.83333,165.16667,0.023564911,0.051326453,0.007410073,100,0.992024497,0,0,0,0,0,0,0.144371421886488
559305,559502,"559305 - 559502","+","WP_003234247.1","B4U62_RS02940","WP_003234247.1"," cold shock protein CspC","cspC",197,0.838709677,0.709677419,0.129032258,-1.52838847,-2.822939513,-2.941738973,0.00425741,NA,NA,NA,NA,1,0,0,2,4,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.013529036,0.088027039,0.153691821,133,64,0.00425741,0.01108871,0.000970167,100,1,0,0,0,0,0,0,0.087491421454795
560195,560653,"560195 - 560653","-","WP_010886417.1","B4U62_RS02945","WP_010886417.1"," CarD family transcriptional regulator","cdnL",458,3.165591398,2.098924731,1.066666667,-0.320468475,-0.857219522,-1.000185606,0.006911772,NA,NA,NA,NA,1,0,0,8,9,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.023395238,0.093024341,0.251495881,285.085803,172.914197,0.006911772,0.012138533,0.003741564,100,0.999231952,0,0,0,0,0,0,0.308238565566366
561224,561487,"561224 - 561487","-",NA,"B4U62_RS02955","WP_000799220.1"," DMT family transporter",NA,263,3.415053763,2.23655914,1.178494624,-0.302677877,-0.418963627,-0.446076984,0.012984995,NA,NA,NA,NA,1,0,0,7,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.037192917,0.135430752,0.274626824,145.850426,117.149574,0.012984995,0.019091483,0.008080159,93.5483871,0.99400749,0,0,0,0,0,0,0.423233700598324
561558,562430,"561558 - 562430","-","WP_003234240.1","B4U62_RS02960","WP_003234240.1"," AraC family transcriptional regulator","ydeC",872,5.221505376,2.404301075,2.817204301,-1.590116458,-1.774740773,-1.569520899,0.005987965,NA,NA,NA,NA,1,0,0,20,17,0,0,1,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.030576389,0.121594734,0.251461454,509.4237635,362.5762365,0.005987965,0.00663116,0.005530178,100,0.989505081,0,0,0,0,0,0,0.833968415782457
562543,563499,"562543 - 563499","+","WP_003242891.1","B4U62_RS02965","WP_003242891.1"," DMT family transporter","ydeD",956,11.98709677,8.55483871,3.432258065,-0.35853335,-0.843816852,-0.981643243,0.012538804,NA,NA,NA,NA,1,0,0,15,37,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.021185457,0.167789042,0.12626246,612.3617915,343.6382085,0.012538804,0.0248949,0.005604951,96.77419355,0.967405916,0,0,0,0,0,0,0.22514454767844
563658,564527,"563658 - 564527","-","WP_003234236.1","B4U62_RS02970","WP_003234236.1"," AraC family transcriptional regulator","ydeE",869,11.2688172,6.696774194,4.572043011,-1.506611757,-2.600450023,-2.693402431,0.012967569,NA,NA,NA,NA,1,0,0,34,40,0,0,1,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.056740374,0.192463498,0.29481109,538.9345364,330.0654636,0.012967569,0.02028923,0.008483485,100,0.993570558,0,0,0,0,0,0,0.418127499170742
564754,566139,"564754 - 566139","+","WP_003244576.1","B4U62_RS02975","WP_003244576.1"," PLP-dependent aminotransferase family protein","ydeF",1385,20.8344086,14.13333333,6.701075269,0.25319053,0.375967114,0.298661671,0.015042894,NA,NA,NA,NA,1,0,0,26,52,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.025602945,0.159008142,0.161016569,886.499994,498.500006,0.015042894,0.028351721,0.007559025,100,0.974035623,0,0,0,0,0,0,0.266616090077918
566252,567541,"566252 - 567541","+","WP_003234232.1","B4U62_RS02980","WP_003234232.1"," MFS transporter","ydeG",1289,16.8172043,11.40645161,5.410752688,0.312962147,-0.003820887,-0.228766534,0.013046706,NA,NA,NA,NA,1,0,0,27,35,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.029349615,0.119733731,0.245124037,820.8541752,468.1458248,0.013046706,0.024365168,0.006591613,100,0.977721229,0,0,0,0,0,0,0.270534272532001
567775,568146,"567775 - 568146","+","WP_003243802.1","B4U62_RS02985","WP_015482845.1"," hypothetical protein",NA,371,2.984946237,1.333333333,1.651612903,-0.271262267,-0.629146852,-0.729362068,0.008045677,NA,NA,NA,NA,1,0,0,5,8,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.017142995,0.09485723,0.180724176,236.5,134.5,0.008045677,0.009913259,0.006983564,96.77419355,0.976516129,0,0,0,0,0,0,0.704467017355241
568386,568976,"568386 - 568976","+","WP_003234230.1","B4U62_RS02990","WP_003234230.1"," YdeI family protein","ydeI",590,9.892473118,5.961290323,3.931182796,1.846442615,1.475716995,0.943139553,0.016766904,NA,NA,NA,NA,1,0,0,11,15,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.025841445,0.126357839,0.204510028,376.999998,213.000002,0.016766904,0.027987278,0.010427541,96.77419355,1,0,0,0,0,0,0,0.372581463620721
569334,569990,"569334 - 569990","-","WP_003243990.1","B4U62_RS02995","WP_003243990.1"," lipoprotein","ydeJ",656,12.3483871,6.610752688,5.737634409,0.446250153,-0.099462415,-0.417607632,0.018823761,NA,NA,NA,NA,1,0,0,22,21,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.047168947,0.1161318,0.406167365,410.3130759,245.6869241,0.018823761,0.026907222,0.013983552,96.77419355,0.996161613,0,0,0,0,0,0,0.51969512125778
570415,571275,"570415 - 571275","-","WP_003234225.1","B4U62_RS03000","WP_003234225.1"," DMT family transporter","ydeK",860,18.56344086,15.24301075,3.320430108,0.463891741,0.152794488,-0.102106049,0.021585396,NA,0.09375,0.90625,0.50877193,0.079401611,2,1,12,64,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.022934855,0.310827399,0.073786467,523.1001297,336.8998703,0.021585396,0.045244929,0.006347599,100,0.984020313,0,0,0,0,0,0,0.140294153185653
